City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
262,Amarwara,IN,2021-04-15 14:48:51,22.3,79.1667,79.65,27,7,6.87
263,Kavieng,PG,2021-04-15 14:48:51,-2.5744,150.7967,81.75,76,80,5.86
264,Rudnyy,KZ,2021-04-15 14:48:52,52.9594,63.1206,57.2,51,0,2.24
265,Saint-Pierre,RE,2021-04-15 14:48:52,-21.3393,55.4781,77.0,88,100,5.75
266,Lamar,US,2021-04-15 14:48:53,33.6668,-95.5836,60.01,88,40,4.61
267,Ancud,CL,2021-04-15 14:48:53,-41.8697,-73.8203,57.99,100,0,2.3
268,Jumla,NP,2021-04-15 14:48:53,29.2747,82.1838,47.93,86,100,5.99
269,Varlamovo,RU,2021-04-15 14:48:54,53.1897,48.4226,64.69,45,54,5.75
270,Superior,US,2021-04-15 14:48:54,46.7208,-92.1041,39.2,70,90,5.75
271,Port Blair,IN,2021-04-15 14:48:55,11.6667,92.75,82.62,74,64,4.65
272,Mayo,US,2021-04-15 14:48:55,38.8876,-76.5119,62.01,72,20,6.91
273,Maneadero,MX,2021-04-15 14:48:56,31.7167,-116.5667,53.01,80,99,5.01
274,Puerto Escondido,MX,2021-04-15 14:47:53,15.85,-97.0667,78.8,61,40,5.48
275,Ust-Omchug,RU,2021-04-15 14:48:57,61.15,149.6333,4.3,98,100,1.43
276,Pimenta Bueno,BR,2021-04-15 14:46:35,-11.6725,-61.1936,83.12,78,88,3.04
277,Sorland,NO,2021-04-15 14:48:58,67.667,12.6934,44.6,81,40,13.8
278,Sola,VU,2021-04-15 14:48:58,-13.8833,167.55,82.67,70,41,13.96
279,Pimentel,PE,2021-04-15 14:48:59,-6.8367,-79.9342,70.0,73,0,9.22
280,Saint Anthony,US,2021-04-15 14:48:59,45.0205,-93.218,42.01,75,90,11.5
281,Bathsheba,BB,2021-04-15 14:49:00,13.2167,-59.5167,84.2,61,40,16.11
282,Caravelas,BR,2021-04-15 14:49:00,-17.7125,-39.2481,81.99,53,96,11.56
283,Port Keats,AU,2021-04-15 14:49:01,-14.25,129.55,78.04,66,100,1.86
284,Hambantota,LK,2021-04-15 14:49:01,6.1241,81.1185,78.8,94,40,5.75
285,Moscow,RU,2021-04-15 14:45:44,55.7522,37.6156,68.0,55,0,15.66
286,Mezhdurechenskiy,RU,2021-04-15 14:49:03,59.6,65.9333,49.77,80,32,11.81
287,Cravo Norte,CO,2021-04-15 14:49:03,6.3017,-70.2041,80.71,67,100,3.67
288,Tubuala,PA,2021-04-15 14:49:03,9.5167,-79.0333,86.0,70,40,3.44
289,Geraldton,AU,2021-04-15 14:49:04,-28.7667,114.6,62.6,63,0,10.36
290,Gizo,SB,2021-04-15 14:49:05,-8.103,156.8419,82.42,75,94,9.8
291,Mezhdurechensk,RU,2021-04-15 14:49:05,53.6942,88.0603,35.55,99,100,2.26
292,Coromandel,BR,2021-04-15 14:49:06,-18.4733,-47.2003,80.58,43,0,7.23
